customer_userid,user_age,user_height,user_size,user_weight,user_body_type,user_color
user_14030,30,"5'3""",32,180 lbs.,Hourglass,denim dark
user_14031,30,"5'4""",29,150 lbs.,Hourglass,black
user_14032,25,"5'4""",27,130 lbs.,Hourglass,denim ligh...
user_14033,28,"5'5""",26,124 lbs.,Hourglass,black
user_14034,25,"5'3""",29,145 lbs.,Pear,black
user_14035,23,"5'6""",30,174 lbs.,Hourglass,denim dark
user_14036,34,"5'3""",26,125 lbs.,Straight,denim ligh...
user_14037,32,"5'8""",28,140 lbs.,Straight,black
user_14038,30,"5'2""",27,133 lbs.,Straight,denim rins...
user_14039,32,"5'4""",29,142 lbs.,Straight,denim ligh...
user_14040,25,6',28,157 lbs.,Hourglass,denim rins...
user_14041,26,"5'6""",30,170 lbs.,Straight,black
user_14042,32,"5'5""",27,135 lbs.,Pear,denim ligh...
user_14043,29,"5'4""",26,125 lbs.,Straight,denim ligh...
user_14044,32,"5'5""",28,128 lbs.,Hourglass,denim dark
user_14045,27,"5'4""",26,140 lbs.,Hourglass,denim ligh...
user_14046,30,"5'4""",30,130 lbs.,Hourglass,denim dark
user_14047,28,"5'5""",29,0 lbs.,Pear,black
user_14048,33,"5'9""",29,155 lbs.,Straight,denim dark
user_14049,31,"5'6""",31,168 lbs.,Hourglass,denim ligh...
user_14050,32,"5'3""",26,130 lbs.,Hourglass,denim dark
user_14051,0,"5'6""",25,125 lbs.,Straight,denim dark
user_14052,27,6',31,0 lbs.,Straight,denim ligh...
user_14053,29,"5'5""",25,120 lbs.,Straight,denim ligh...
user_14054,32,"5'2""",27,135 lbs.,Hourglass,denim ligh...
user_14055,30,"5'7""",29,155 lbs.,Hourglass,denim dark
user_14056,32,"5'3""",27,130 lbs.,Hourglass,denim dark
user_14057,35,"5'2""",28,132 lbs.,Straight,denim ligh...
user_14058,32,"5'4""",25,120 lbs.,Straight,denim rins...
user_14059,32,"5'4""",26,120 lbs.,Straight,black
user_14060,31,5',25,115 lbs.,Hourglass,black
user_14061,29,"5'6""",29,160 lbs.,Hourglass,black
user_14062,42,"5'5""",29,130 lbs.,Hourglass,denim dark
user_14063,29,"5'6""",28,160 lbs.,Hourglass,denim ligh...
user_14064,40,"5'6""",25,114 lbs.,Straight,denim ligh...
user_14065,,"5'7""",29,165 lbs.,Hourglass,black
user_14066,26,"5'3""",30,155 lbs.,Hourglass,denim dark
user_14067,24,"5'4""",28,135 lbs.,Hourglass,black
user_14068,26,"5'4""",28,150 lbs.,Hourglass,denim dark
user_14069,50,"5'9""",L,0 lbs.,Hourglass,brown
user_14070,33,"5'7""",M,130 lbs.,Straight,brown
user_14071,38,"5'8""",M,185 lbs.,Pear,brown
user_14072,33,"5'6""",XL,200 lbs.,Hourglass,brown
user_14073,37,"5'2""",XS P,108 lbs.,Hourglass,brown
user_14074,33,"5'1""",XS P,102 lbs.,Straight,brown
user_14075,37,"5'5""",S,125 lbs.,Hourglass,brown
user_14076,52,"5'4""",S,138 lbs.,,brown
user_14077,46,"5'9""",3X,340 lbs.,Hourglass,brown
user_14078,49,"5'4""",1X,230 lbs.,Hourglass,brown
user_14079,40,"5'9""",M,168 lbs.,Straight,brown
user_14080,26,"5'4""",S,120 lbs.,Straight,brown
user_14081,40,"5'4""",1X,240 lbs.,Hourglass,brown
user_14082,28,"5'5""",31,155 lbs.,Straight,black
user_14083,36,"5'6""",S,155 lbs.,Hourglass,multi
user_14084,26,"5'8""",M,150 lbs.,Inverted Triangle,multi
user_14085,31,"6'1""",L,195 lbs.,Pear,multi
user_14086,38,"5'4""",S,140 lbs.,Inverted Triangle,multi
user_14087,36,"5'2""",XS,128 lbs.,Pear,multi
user_14088,31,"5'4""",S,145 lbs.,Hourglass,multi
user_14089,34,"5'2""",S,118 lbs.,Pear,multi
user_14090,38,"5'7""",M,154 lbs.,Hourglass,white
user_14091,23,"5'2""",M,200 lbs.,Pear,white
user_14092,34,"5'2""",XS,105 lbs.,Inverted Triangle,chocolate
user_14093,26,"5'5""",S,155 lbs.,Hourglass,chocolate
user_14094,40,"5'3""",XS,118 lbs.,Hourglass,white
user_14095,32,"5'5""",M,110 lbs.,Straight,chocolate
user_14096,40,"5'7""",S,155 lbs.,Straight,white
user_14097,42,"5'2""",M,180 lbs.,Apple,white
user_14098,51,"5'4""",S,,Apple,chocolate
user_14099,,,M,,,chocolate
user_14100,31,"5'8""",S,156 lbs.,,chocolate
user_14101,27,"5'4""",S,115 lbs.,Straight,chocolate
user_14102,48,"5'11""",L,175 lbs.,Hourglass,white
user_14103,60,"5'4""",S,124 lbs.,Pear,chocolate
user_14104,35,"5'7""",L,225 lbs.,Hourglass,white
user_14105,42,"5'4""",S,125 lbs.,Straight,white
user_14106,34,"5'5""",M,150 lbs.,Hourglass,white
user_14107,24,"5'5""",L,185 lbs.,Hourglass,melon
user_14108,35,"5'4""",XS,113 lbs.,Straight,melon
user_14109,35,"5'5""",L,200 lbs.,Pear,melon
user_14110,25,"5'7""",L,185 lbs.,Hourglass,melon
user_14111,27,"5'4""",XS,115 lbs.,Hourglass,melon
user_14112,29,"5'9""",XS,125 lbs.,Straight,melon
user_14113,28,"5'7""",1X,215 lbs.,Hourglass,melon
user_14114,27,"5'4""",M,175 lbs.,Hourglass,melon
user_14115,27,"5'8""",M,146 lbs.,Straight,melon
user_14116,29,"5'9""",L,195 lbs.,Hourglass,melon
user_14117,27,"5'2""",8 P,150 lbs.,Hourglass,black
user_14118,43,"5'10""",4,143 lbs.,Hourglass,black
user_14119,41,"4'11""",8 P,145 lbs.,Apple,black
user_14120,,,4 P,,,black
user_14121,33,5',18 W,160 lbs.,Apple,black
user_14122,30,"5'6""",16 W,204 lbs.,Pear,black
user_14123,39,"5'1""",8 P,150 lbs.,Hourglass,black
user_14124,29,"5'2""",8 P,150 lbs.,Pear,black
user_14125,58,"5'6""",8,135 lbs.,,black
user_14126,32,"5'11""",12,185 lbs.,Hourglass,black
user_14127,54,"5'7""",4,123 lbs.,Straight,black
user_14128,50,"5'1""",20 W,230 lbs.,Apple,black
user_14129,33,"5'10""",12,180 lbs.,Pear,black
user_14130,33,"5'4""",4,142 lbs.,Pear,black
user_14131,47,"5'11""",8,145 lbs.,Hourglass,black
user_14132,27,"5'5""",16 W,225 lbs.,Hourglass,black
user_14133,40,6',12,175 lbs.,Hourglass,black
user_14134,45,"5'7""",0,116 lbs.,Inverted Triangle,black
user_14135,32,"5'9""",22 W,300 lbs.,Hourglass,black
user_14136,39,5',00 P,100 lbs.,Hourglass,black
user_14137,55,"5'2""",4 P,120 lbs.,Straight,black
user_14138,23,6',XL,190 lbs.,,black
user_14139,38,"5'8""",M,145 lbs.,Straight,black
user_14140,26,"5'6""",M,150 lbs.,Straight,black
user_14141,29,"5'7""",S,125 lbs.,Straight,black
user_14142,34,"5'3""",XS,115 lbs.,Straight,black
user_14143,37,"5'4""",S,140 lbs.,Hourglass,black
user_14144,46,"5'5""",M,135 lbs.,Straight,black
user_14145,28,5',S,124 lbs.,Hourglass,black
user_14146,24,"5'7""",S,133 lbs.,Pear,black
user_14147,24,"5'3""",S,125 lbs.,Straight,black
user_14148,29,"4'11""",L,,,black
user_14149,36,"5'6""",S,115 lbs.,Straight,black
user_14150,24,"5'4""",S,135 lbs.,Pear,black
user_14151,,"5'5""",S,128 lbs.,Pear,black
user_14152,42,"5'4""",M,130 lbs.,Straight,black
user_14153,31,"5'7""",M,138 lbs.,Pear,black
user_14154,25,"5'6""",S,125 lbs.,Hourglass,black
user_14155,35,"5'2""",S,135 lbs.,Hourglass,black
user_14156,37,"5'4""",S,140 lbs.,Straight,black
user_14157,28,"5'7""",M,155 lbs.,Straight,blue
user_14158,25,"5'3""",S,130 lbs.,Hourglass,blue
user_14159,28,"5'6""",M,160 lbs.,Straight,blue
user_14160,30,"5'2""",XS,115 lbs.,Hourglass,multi
user_14161,28,"5'6""",XS,128 lbs.,Hourglass,multi
user_14162,24,"5'5""",M,150 lbs.,,multi
user_14163,35,"5'2""",M,130 lbs.,Hourglass,multi
user_14164,37,"5'9""",M,170 lbs.,Hourglass,multi
user_14165,36,"5'9""",M,140 lbs.,Hourglass,multi
user_14166,33,"5'8""",M,0 lbs.,Pear,multi
user_14167,28,"5'3""",XS,115 lbs.,Pear,multi
user_14168,31,5',M,130 lbs.,Hourglass,multi
user_14169,37,"5'7""",M,165 lbs.,Hourglass,multi
user_14170,54,"5'8""",L,165 lbs.,Pear,pink combo
user_14171,31,"5'1""",S,125 lbs.,Hourglass,multi
user_14172,30,"5'4""",S,0 lbs.,Pear,multi
user_14173,40,"5'10""",1X,200 lbs.,Apple,pink
user_14174,38,5',XS,125 lbs.,Apple,pink
user_14175,24,"5'7""",M,120 lbs.,Straight,blue
user_14176,32,"5'1""",XS P,130 lbs.,Straight,blue
user_14177,53,"5'2""",XS,138 lbs.,Straight,pink
user_14178,35,"5'2""",S P,135 lbs.,Hourglass,white
user_14179,32,"5'1""",S P,140 lbs.,Pear,pink
user_14180,24,"5'5""",S,145 lbs.,Hourglass,multi
user_14181,29,"5'5""",XS,120 lbs.,Pear,multi
user_14182,50,"5'4""",M P,155 lbs.,Hourglass,black & wh...
user_14183,35,"5'6""",XL,189 lbs.,Pear,black & wh...
user_14184,34,"5'2""",XS,130 lbs.,Inverted Triangle,black & wh...
user_14185,43,"5'1""",S P,135 lbs.,Straight,black & wh...
user_14186,38,5',XXS P,105 lbs.,Hourglass,black & wh...
user_14187,27,"5'4""",XS,125 lbs.,Hourglass,black & wh...
user_14188,32,"5'7""",S,150 lbs.,Straight,black & wh...
user_14189,32,"5'2""",M,160 lbs.,Pear,black & wh...
user_14190,23,"5'5""",XS,135 lbs.,Pear,black & wh...
user_14191,29,"5'5""",M,175 lbs.,Hourglass,black & wh...
user_14192,69,"5'6""",S,131 lbs.,,black & wh...
user_14193,25,"5'7""",L,200 lbs.,Straight,black & wh...
user_14194,31,"5'9""",S,150 lbs.,Hourglass,black & wh...
user_14195,26,"5'3""",XL,195 lbs.,Pear,black & wh...
user_14196,28,"5'4""",XS,120 lbs.,,black & wh...
user_14197,30,"5'7""",S,130 lbs.,Pear,black & wh...
user_14198,29,"5'1""",M P,155 lbs.,Straight,black & wh...
user_14199,31,"5'3""",S,145 lbs.,Hourglass,black & wh...
user_14200,25,6',S,150 lbs.,Hourglass,black & wh...
user_14201,45,"5'6""",M,185 lbs.,Pear,black & wh...
user_14202,33,"5'4""",M P,145 lbs.,Hourglass,black & wh...
user_14203,29,"5'1""",M,125 lbs.,Apple,black & wh...
user_14204,39,"4'11""",XS P,129 lbs.,Hourglass,black & wh...
user_14205,44,"5'4""",L P,167 lbs.,Apple,black & wh...
user_14206,32,"5'3""",M,135 lbs.,Hourglass,black & wh...
user_14207,35,"5'5""",S,143 lbs.,Straight,black & wh...
user_14208,31,"5'2""",M P,145 lbs.,Inverted Triangle,black & wh...
user_14209,25,"5'1""",XS,120 lbs.,Straight,black & wh...
user_14210,44,"5'7""",XS,134 lbs.,Hourglass,black & wh...
user_14211,39,"5'7""",XS,130 lbs.,Straight,black & wh...
user_14212,33,"5'9""",S,134 lbs.,Straight,black & wh...
user_14213,32,"5'2""",S,125 lbs.,Apple,black & wh...
user_14214,35,"5'4""",M,160 lbs.,Hourglass,black & wh...
user_14215,44,"5'5""",S,,Hourglass,black & wh...
user_14216,32,"5'4""",M P,145 lbs.,Pear,black & wh...
user_14217,42,"5'4""",XS,120 lbs.,Straight,black & wh...
user_14218,27,"5'2""",XS,110 lbs.,Hourglass,black & wh...
user_14219,26,"5'7""",S,130 lbs.,Hourglass,black & wh...
user_14220,28,"5'4""",M,170 lbs.,Hourglass,ivory
user_14221,30,"5'4""",XS,125 lbs.,Hourglass,ivory
user_14222,21,"5'2""",XS,118 lbs.,Straight,ivory
user_14223,28,"5'6""",L,155 lbs.,Hourglass,ivory
user_14224,28,"5'11""",XL,0 lbs.,Hourglass,brown
user_14225,59,"5'2""",M,148 lbs.,Hourglass,brown
user_14226,34,"5'4""",S,125 lbs.,Straight,brown
user_14227,28,"5'1""",S,125 lbs.,Hourglass,brown
user_14228,27,"5'7""",S,165 lbs.,,brown
user_14229,40,"5'3""",M,150 lbs.,Straight,brown
user_14230,24,"5'5""",M,145 lbs.,Pear,brown
user_14231,41,"5'3""",XS,120 lbs.,Pear,violet
user_14232,50,"5'9""",M,136 lbs.,Straight,violet
user_14233,31,"5'1""",L,0 lbs.,Pear,violet
user_14234,29,"5'2""",M,157 lbs.,Hourglass,violet
user_14235,30,"5'7""",L,0 lbs.,,violet
user_14236,31,"5'3""",S,135 lbs.,Hourglass,violet
user_14237,46,"5'6""",S,135 lbs.,Pear,violet
user_14238,,,M,,,violet
user_14239,44,"5'1""",XS,119 lbs.,,violet
user_14240,41,"5'7""",L,175 lbs.,Hourglass,violet
user_14241,38,"5'3""",M,140 lbs.,Hourglass,violet
user_14242,34,"5'10""",L,185 lbs.,Hourglass,violet
user_14243,34,"5'7""",M,140 lbs.,Straight,violet
user_14244,53,"5'8""",M,133 lbs.,Straight,violet
user_14245,22,"5'1""",M,145 lbs.,Hourglass,violet
user_14246,28,"5'6""",M,160 lbs.,Hourglass,violet
user_14247,33,"5'6""",M,168 lbs.,Pear,violet
user_14248,30,"5'2""",XL,215 lbs.,Hourglass,violet
user_14249,29,"5'5""",S,125 lbs.,Hourglass,violet
user_14250,37,"5'5""",M,127 lbs.,,black
user_14251,31,"5'7""",S,122 lbs.,Hourglass,black
user_14252,27,"5'2""",S,115 lbs.,Straight,black
user_14253,47,"5'7""",S,122 lbs.,Straight,black
user_14254,35,"5'4""",XS,110 lbs.,Straight,black
user_14255,34,"5'3""",L,170 lbs.,Hourglass,black
user_14256,41,"5'3""",M,140 lbs.,Pear,black
user_14257,28,"5'7""",4,129 lbs.,Pear,mango
user_14258,29,"5'8""",6,155 lbs.,Hourglass,mango
user_14259,25,"5'10""",12,195 lbs.,Hourglass,mango
user_14260,61,"5'4""",6,127 lbs.,Straight,mango
user_14261,38,"5'4""",4,133 lbs.,Hourglass,mango
user_14262,21,"5'3""",0,107 lbs.,Straight,mango
user_14263,52,"5'11""",10,155 lbs.,Hourglass,mango
user_14264,28,"5'3""",8,150 lbs.,Straight,mango
user_14265,27,"5'10""",6,150 lbs.,Hourglass,mango
user_14266,29,"5'5""",8,145 lbs.,Straight,mango
user_14267,30,"5'1""",6,138 lbs.,Hourglass,mango
user_14268,34,"5'7""",4,140 lbs.,Straight,mango
user_14269,26,"5'2""",2,125 lbs.,Pear,mango
user_14270,29,"5'4""",8,160 lbs.,,mango
user_14271,35,"5'3""",8,170 lbs.,Hourglass,mango
user_14272,31,"5'5""",12,185 lbs.,Apple,mango
user_14273,30,"5'1""",8,130 lbs.,Straight,mango
user_14274,38,"5'8""",4,145 lbs.,,mango
user_14275,36,"5'4""",2,120 lbs.,Hourglass,mango
user_14276,,,6,,,mango
user_14277,28,"5'7""",8,160 lbs.,Straight,mango
user_14278,31,"5'8""",6,162 lbs.,Pear,mango
user_14279,28,"5'10""",12,185 lbs.,Hourglass,mango
user_14280,33,"5'6""",2,125 lbs.,Straight,mango
user_14281,39,"5'8""",2,120 lbs.,Straight,mango
user_14282,30,"5'10""",4,147 lbs.,Straight,mango
user_14283,29,"5'7""",12,195 lbs.,Hourglass,mango
user_14284,29,5',6,127 lbs.,Straight,mango
user_14285,27,"5'10""",4,130 lbs.,,mango
user_14286,33,"5'5""",12,163 lbs.,Hourglass,mango
user_14287,32,"5'7""",6,130 lbs.,Straight,mango
user_14288,35,"5'5""",2,115 lbs.,Hourglass,mango
user_14289,29,"5'6""",0,114 lbs.,Hourglass,mango
user_14290,35,"5'5""",12,200 lbs.,Hourglass,mango
user_14291,43,"5'9""",6,135 lbs.,Pear,mango
user_14292,46,"5'1""",0,107 lbs.,Straight,mango
user_14293,35,"5'2""",4,130 lbs.,Pear,mango
user_14294,29,"5'8""",M,152 lbs.,Hourglass,multi
user_14295,30,"5'7""",S,135 lbs.,Hourglass,multi
user_14296,28,"5'1""",L,160 lbs.,Hourglass,multi
user_14297,27,"5'7""",S,130 lbs.,Hourglass,multi
user_14298,30,"5'6""",L,170 lbs.,Apple,multi
user_14299,30,"5'7""",M,150 lbs.,Hourglass,multi
user_14300,26,"5'11""",S,135 lbs.,Hourglass,multi
user_14301,24,"5'9""",M,150 lbs.,Hourglass,multi
user_14302,30,"5'3""",M,140 lbs.,Hourglass,multi
user_14303,27,6',M,150 lbs.,Straight,multi
user_14304,29,"5'10""",M,165 lbs.,Pear,multi
user_14305,29,"5'9""",M,130 lbs.,Straight,multi
user_14306,32,"5'5""",M,130 lbs.,Straight,multi
user_14307,30,"5'2""",M,143 lbs.,Hourglass,multi
user_14308,26,6',S,140 lbs.,Straight,multi
user_14309,34,"5'4""",S,130 lbs.,Straight,multi
user_14310,30,"5'7""",S,132 lbs.,Hourglass,multi
user_14311,41,"5'8""",M,155 lbs.,Straight,multi
user_14312,27,"5'5""",S,118 lbs.,Hourglass,multi
user_14313,29,"5'10""",M,155 lbs.,Hourglass,multi
user_14314,23,"5'5""",S,130 lbs.,Hourglass,multi
user_14315,29,"5'6""",S,137 lbs.,Straight,multi
user_14316,23,"5'7""",L,155 lbs.,Pear,multi
user_14317,24,"5'1""",S,130 lbs.,Hourglass,multi
user_14318,34,"5'8""",S,136 lbs.,Straight,multi
user_14319,28,"5'7""",M,140 lbs.,Straight,multi
user_14320,30,"5'7""",S,122 lbs.,Straight,multi
user_14321,25,"5'6""",L,0 lbs.,Hourglass,multi
user_14322,32,"5'6""",S,130 lbs.,Pear,multi
user_14323,31,"5'7""",L,162 lbs.,Pear,multi
user_14324,26,"5'4""",S,125 lbs.,Straight,multi
user_14325,28,"5'6""",S,140 lbs.,Hourglass,multi
user_14326,26,"5'5""",S,130 lbs.,Straight,multi
user_14327,34,"5'10""",M,160 lbs.,Pear,multi
user_14328,25,"5'5""",S,140 lbs.,Straight,multi
user_14329,29,"5'6""",L,,Hourglass,multi
user_14330,24,"5'7""",S,125 lbs.,Pear,multi
user_14331,,,S,,,multi
user_14332,24,"5'4""",S,125 lbs.,Hourglass,multi
user_14333,27,"5'3""",S,118 lbs.,Inverted Triangle,multi
user_14334,22,"5'7""",S,130 lbs.,Straight,multi
user_14335,30,"5'4""",S,136 lbs.,Hourglass,green
user_14336,26,"5'1""",M,132 lbs.,Hourglass,green
user_14337,30,"5'6""",S,125 lbs.,Hourglass,green
user_14338,33,"5'5""",L,160 lbs.,Pear,green
user_14339,27,"5'4""",S,118 lbs.,,green
user_14340,28,5',S,142 lbs.,Pear,green
user_14341,25,"5'8""",S,135 lbs.,Hourglass,green
user_14342,24,"5'8""",S,0 lbs.,Straight,green
user_14343,29,6',L,165 lbs.,Hourglass,cocoa
user_14344,47,"5'3""",M,160 lbs.,Apple,pink combo
user_14345,22,"5'8""",3X,289 lbs.,Hourglass,pink combo
user_14346,24,"5'6""",S,140 lbs.,Pear,pink combo
user_14347,31,"5'10""",S,150 lbs.,Hourglass,pink combo
user_14348,55,"5'5""",L,180 lbs.,Straight,pink combo
user_14349,36,"5'8""",L,200 lbs.,Apple,cocoa
user_14350,44,"5'11""",L,180 lbs.,Hourglass,pink combo
user_14351,45,"5'6""",L,200 lbs.,Straight,pink combo
user_14352,27,"5'3""",M,148 lbs.,Straight,cocoa
user_14353,31,"5'2""",M P,160 lbs.,Hourglass,pink combo
user_14354,,,M,,,pink combo
user_14355,,,M,,,pink combo
user_14356,28,5',L P,165 lbs.,Hourglass,cocoa
user_14357,,"5'2""",3X,,Hourglass,pink combo
user_14358,32,"5'11""",3X,300 lbs.,,pink combo
user_14359,42,"5'7""",M,155 lbs.,,pink combo
user_14360,53,"5'6""",16,195 lbs.,Apple,blue
user_14361,28,"5'1""",0,120 lbs.,,blue
user_14362,45,"5'4""",S,120 lbs.,Hourglass,pink combo
user_14363,29,"5'2""",L P,170 lbs.,Pear,pink combo
user_14364,31,"5'5""",S,145 lbs.,Straight,pink combo
user_14365,51,"5'6""",L,165 lbs.,Hourglass,pink combo
user_14366,26,"5'1""",S P,120 lbs.,Hourglass,pink combo
user_14367,58,"5'8""",L,165 lbs.,Hourglass,pink combo
user_14368,38,"5'3""",L,160 lbs.,Pear,pink combo
user_14369,32,"5'5""",M,180 lbs.,Hourglass,pink combo
user_14370,33,6',S,145 lbs.,Hourglass,pink combo
user_14371,31,"5'6""",XS,118 lbs.,Straight,pink combo
user_14372,52,"5'9""",3X,320 lbs.,Pear,pink combo
user_14373,53,"5'1""",S P,140 lbs.,Pear,pink combo
user_14374,42,"5'10""",3X,300 lbs.,Hourglass,pink combo
user_14375,39,"5'4""",S,130 lbs.,,pink combo
user_14376,54,"5'6""",XS,120 lbs.,Hourglass,pink combo
user_14377,42,"5'5""",XS,124 lbs.,Pear,pink combo
user_14378,,,S,,,pink combo
user_14379,36,"5'7""",S,140 lbs.,Straight,pink combo
user_14380,33,"5'7""",M,150 lbs.,Straight,white
user_14381,26,"5'2""",S,140 lbs.,Hourglass,white
user_14382,34,"5'9""",XS,145 lbs.,Pear,white
user_14383,37,"5'1""",M,150 lbs.,Hourglass,white
user_14384,54,"5'7""",M,136 lbs.,Hourglass,white
user_14385,26,"5'7""",M,155 lbs.,Hourglass,white
user_14386,39,"5'2""",XS,112 lbs.,Hourglass,white
user_14387,35,"5'7""",S,135 lbs.,,white
user_14388,33,"5'7""",L,150 lbs.,Inverted Triangle,white
user_14389,,,M,,,light purp...
user_14390,42,"5'5""",L,200 lbs.,Apple,light purp...
user_14391,35,"5'5""",L,150 lbs.,Hourglass,light purp...
user_14392,31,"5'3""",M,127 lbs.,Apple,light purp...
user_14393,40,"5'6""",L,145 lbs.,Hourglass,light purp...
user_14394,36,"5'10""",L,0 lbs.,Hourglass,light purp...
user_14395,29,5',M,127 lbs.,,light purp...
user_14396,39,"5'3""",M,136 lbs.,Straight,light purp...
user_14397,28,"5'5""",S,130 lbs.,,brown
user_14398,43,"5'4""",S,140 lbs.,Pear,brown
user_14399,29,"5'9""",1X,0 lbs.,Hourglass,brown
user_14400,37,5',S P,135 lbs.,Hourglass,brown
user_14401,26,"5'6""",L,,Pear,brown
user_14402,40,"5'9""",M,150 lbs.,Hourglass,brown
user_14403,52,"5'6""",32,170 lbs.,Pear,brown
user_14404,44,"5'5""",26,114 lbs.,Straight,brown
user_14405,57,"5'8""",33 Tall,170 lbs.,Straight,brown
user_14406,41,"5'3""",28 P,125 lbs.,Hourglass,yellow
user_14407,42,"5'8""",28,138 lbs.,Pear,brown
user_14408,37,"5'1""",26 P,115 lbs.,Straight,blue
user_14409,,"5'3""",29 P,128 lbs.,Hourglass,brown
user_14410,45,"5'2""",30 P,145 lbs.,Hourglass,blue
user_14411,43,"5'3""",31,170 lbs.,Straight,pink
user_14412,50,"5'5""",25,118 lbs.,Hourglass,pink
user_14413,42,"5'4""",27,134 lbs.,Inverted Triangle,yellow
user_14414,31,"5'5""",M,125 lbs.,Straight,taupe
user_14415,29,"5'5""",L,177 lbs.,Hourglass,black
user_14416,37,"5'5""",L,170 lbs.,Pear,black
user_14417,,"5'7""",XL,196 lbs.,Hourglass,red motif
user_14418,37,"5'8""",M,160 lbs.,Pear,taupe
user_14419,53,"5'4""",L P,160 lbs.,Apple,taupe
user_14420,29,"5'6""",S,145 lbs.,,black
user_14421,25,"5'2""",L,180 lbs.,Hourglass,grey
user_14422,25,"5'6""",M,165 lbs.,Hourglass,brown
user_14423,32,"5'4""",M,170 lbs.,Pear,black
user_14424,31,"5'7""",XL,200 lbs.,Apple,denim
user_14425,29,"5'7""",6,140 lbs.,Pear,blue
user_14426,35,"5'9""",8,180 lbs.,Pear,blue
user_14427,23,"5'5""",L,165 lbs.,Straight,cream
user_14428,36,"5'3""",S,130 lbs.,Pear,pink
user_14429,33,"5'6""",S,130 lbs.,Straight,cream
user_14430,,,XS,,,cream
user_14431,,,S,,,pink
user_14432,32,"5'4""",L,140 lbs.,Straight,pink
user_14433,33,"5'7""",M,138 lbs.,Hourglass,pink
user_14434,27,"5'3""",S,115 lbs.,Straight,pink
user_14435,33,"5'4""",S,125 lbs.,Hourglass,pink
user_14436,27,"5'6""",L,170 lbs.,Straight,cream
user_14437,39,"5'1""",XS,125 lbs.,Hourglass,cream
user_14438,31,"5'3""",S,130 lbs.,,pink
user_14439,24,"5'8""",M,,,pink
user_14440,34,"5'6""",S,130 lbs.,Straight,pink
user_14441,30,"5'9""",XL,185 lbs.,Hourglass,cream
user_14442,29,"5'4""",S,130 lbs.,Pear,cream
user_14443,25,"5'3""",L,0 lbs.,Hourglass,pink
user_14444,42,"5'7""",L,170 lbs.,Apple,cream
user_14445,21,0',M,0 lbs.,,cream
user_14446,26,"5'5""",XL,175 lbs.,Hourglass,cream
user_14447,30,"5'11""",M,160 lbs.,Pear,cream
user_14448,24,"5'5""",S,140 lbs.,Hourglass,cream
user_14449,39,"5'7""",S,139 lbs.,Apple,cream
user_14450,27,"5'7""",L,180 lbs.,Hourglass,cream
user_14451,26,"5'2""",S,135 lbs.,Straight,brown
user_14452,30,"5'6""",M,145 lbs.,Hourglass,brown
user_14453,,,XS,,,brown
user_14454,,,L,,,brown
user_14455,27,"5'2""",XS,115 lbs.,Hourglass,brown
user_14456,,"4'11""",XS,120 lbs.,Pear,brown
user_14457,50,"5'5""",M,150 lbs.,Hourglass,brown
user_14458,24,"5'7""",XS,120 lbs.,Straight,brown
user_14459,28,"5'7""",M,147 lbs.,,white
user_14460,23,"5'7""",S,130 lbs.,Hourglass,white
user_14461,29,"5'5""",S,140 lbs.,Pear,white
user_14462,28,"5'4""",S,132 lbs.,Hourglass,white
user_14463,27,"5'5""",S,130 lbs.,Straight,white
user_14464,30,"5'4""",M,148 lbs.,Apple,white
user_14465,34,"5'5""",XS,120 lbs.,Hourglass,gold
user_14466,32,"5'2""",M,142 lbs.,Hourglass,gold
user_14467,33,"5'2""",XS,115 lbs.,Pear,gold
user_14468,45,"5'1""",XL,205 lbs.,Straight,gold
user_14469,32,0',S,0 lbs.,Pear,gold
user_14470,26,"5'6""",XS,115 lbs.,Straight,gold
user_14471,25,"5'8""",M,140 lbs.,Straight,gold
user_14472,26,"5'8""",XL,215 lbs.,Pear,black
user_14473,29,"5'8""",M,155 lbs.,Inverted Triangle,gold
user_14474,34,"5'7""",M,155 lbs.,Pear,cream
user_14475,32,"5'2""",M,135 lbs.,Hourglass,neutral
user_14476,30,"5'5""",M,140 lbs.,Straight,neutral
user_14477,25,"5'6""",M,150 lbs.,Pear,neutral
user_14478,0,"5'6""",S,128 lbs.,Straight,neutral
user_14479,46,"5'7""",S,143 lbs.,Hourglass,neutral
user_14480,,,L,,,neutral
user_14481,68,"5'5""",L,160 lbs.,Inverted Triangle,neutral
user_14482,30,"5'4""",S,120 lbs.,Hourglass,neutral
user_14483,55,"5'7""",L,155 lbs.,Pear,neutral
user_14484,36,"5'2""",L,146 lbs.,Hourglass,neutral
user_14485,29,"5'10""",L,190 lbs.,Pear,neutral
user_14486,40,"5'8""",L,170 lbs.,Hourglass,neutral
user_14487,55,"5'11""",S/M,130 lbs.,Pear,multi
user_14488,31,"5'8""",L/XL,0 lbs.,Apple,multi
user_14489,34,"5'4""",XXS/XS,118 lbs.,Hourglass,multi
user_14490,23,"5'4""",XXS/XS,107 lbs.,Straight,multi
user_14491,33,"5'6""",S,130 lbs.,Pear,blue
user_14492,23,"5'3""",S,125 lbs.,,purple
user_14493,32,"5'5""",XL,180 lbs.,Straight,purple
user_14494,30,"5'9""",M,140 lbs.,Hourglass,multi
user_14495,32,"5'2""",M,167 lbs.,Hourglass,multi
user_14496,38,"5'6""",M,143 lbs.,Hourglass,multi
user_14497,27,"5'6""",M,165 lbs.,Hourglass,purple
